rank,fecha_alerta,client_id,familia,tipo_alerta,label_m0,canal,motivo,impacto_estimado,score_prioridad,dias_restantes,estado,provincia,last_order_date,prob_pedido_7d,cusum_score,anomaly_score,anomaly_type,zscore_30d
245,2026-05-10,1000082482,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 84 días de media. Último pedido hace 89 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,115.92,173.88,-2.5,pendiente,Albacete,2025-10-01,0.0658,,,,
246,2026-05-10,1000082295,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 74 días sin pedir (media: 46 días). Ratio captura actual: 48% del potencial.,96.58,173.844,,pendiente,Madrid,2025-10-16,,,,,
247,2026-05-10,34301,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 150 días sin pedir (media: 99 días). Ratio captura actual: 42% del potencial.,96.1,172.98,,pendiente,Pontevedra,2025-08-01,,,,,
248,2026-05-10,1000067548,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 1 días de media. Último pedido hace 165 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,115.01,172.515,-163.6,pendiente,Sevilla,2025-07-17,0.0,,,,
249,2026-05-10,1000055021,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 76 días sin pedir (media: 61 días). Ratio captura actual: 29% del potencial.,95.78,172.404,,pendiente,Baleares,2025-10-14,,,,,
250,2026-05-10,35590,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 98 días de media. Último pedido hace 185 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,114.82,172.23,-87.6,pendiente,Sevilla,2025-06-27,0.0008,,,,
251,2026-05-10,1000080365,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-3665.47); slope 90d (-366.595). Ratio: 37% del potencial.,76.47,172.0575,,pendiente,Madrid,2025-12-17,,-3665.4708,,,
252,2026-05-10,8813,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 180 días sin pedir (media: 154 días). Ratio captura actual: 41% del potencial.,95.28,171.504,,pendiente,Madrid,2025-07-02,,,,,
253,2026-05-10,1000070274,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 224 días sin pedir (media: 119 días). Ratio captura actual: 33% del potencial.,94.96,170.928,,pendiente,Barcelona,2025-05-19,,,,,
254,2026-05-10,18655,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 96 días sin pedir (media: 87 días). Ratio captura actual: 48% del potencial.,94.78,170.604,,pendiente,A Coruña,2025-09-24,,,,,
255,2026-05-10,12295,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 194 días sin pedir (media: 152 días). Ratio captura actual: 48% del potencial.,94.78,170.604,,pendiente,A Coruña,2025-06-18,,,,,
256,2026-05-10,1264,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 215 días sin pedir (media: 103 días). Ratio captura actual: 46% del potencial.,94.32,169.776,,pendiente,La Rioja,2025-05-28,,,,,
257,2026-05-10,1000042603,Familia T2,A4,promiscuo,Delegado,Anomalía en Familia T2 (score: -0.037). Tipo: patron_anomalo_general. Lleva 40 días sin pedir (media: 29 días). Ratio: 9% del potencial.,73.93,166.3425,,pendiente,Madrid,2025-11-19,,,-0.0366743594218136,patron_anomalo_general,
258,2026-05-10,29838,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 72 días de media. Último pedido hace 82 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 10%.,110.81,166.215,-21.8,pendiente,Badajoz,2025-10-08,0.0978,,,,
259,2026-05-10,1000067604,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.008). Tipo: patron_anomalo_general. Lleva 24 días sin pedir (media: 78 días). Ratio: 19% del potencial.,72.7,163.575,,pendiente,Toledo,2025-12-05,,,-0.0080318982520034,patron_anomalo_general,
260,2026-05-10,9482,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 73 días de media. Último pedido hace 158 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,108.28,162.42,-85.0,pendiente,Girona,2025-07-24,0.0,,,,
261,2026-05-10,1000100076,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 46 días sin pedir (media: 46 días). Ratio captura actual: 32% del potencial.,89.89,161.802,,pendiente,La Rioja,2025-11-13,,5167.1227,,,
262,2026-05-10,6421,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-5670.39); slope 90d (-567.084). Ratio: 51% del potencial.,71.27,160.3575,,pendiente,Barcelona,2025-12-04,,-5670.3914,,,
263,2026-05-10,1000068599,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-150.67); slope 90d (-15.072). Ratio: 36% del potencial.,71.08,159.93,,pendiente,Sta.Cruz Tenerife,2025-11-28,,-150.6663,,,
264,2026-05-10,1000067455,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 86 días de media. Último pedido hace 182 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,106.28,159.42,-96.0,pendiente,Almería,2025-06-30,0.0162,,,,
265,2026-05-10,1000081847,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 116 días sin pedir (media: 78 días). Ratio captura actual: 40% del potencial.,88.25,158.85,,pendiente,Madrid,2025-09-04,,,,,
266,2026-05-10,36752,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 185 días sin pedir (media: 164 días). Ratio captura actual: 40% del potencial.,87.01,156.618,,pendiente,Barcelona,2025-06-27,,,,,
267,2026-05-10,1000101473,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 101 días sin pedir (media: 88 días). Ratio captura actual: 32% del potencial.,86.68,156.024,,pendiente,Pontevedra,2025-09-19,,,,,
268,2026-05-10,2000579,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 135 días de media. Último pedido hace 214 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,103.57,155.355,-79.0,pendiente,Andorra,2025-05-29,0.0087,,,,
269,2026-05-10,29716,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 55 días sin pedir (media: 43 días). Ratio captura actual: 27% del potencial.,84.14,151.452,,pendiente,Pontevedra,2025-11-04,,,,,
270,2026-05-10,41169,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 152 días de media. Último pedido hace 175 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,100.59,150.885,-23.0,pendiente,Valladolid,2025-07-07,0.0517,,,,
271,2026-05-10,1000076197,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 145 días sin pedir (media: 101 días). Ratio captura actual: 39% del potencial.,83.44,150.192,,pendiente,Sta.Cruz Tenerife,2025-08-06,,,,,
272,2026-05-10,7484,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 227 días sin pedir (media: 134 días). Ratio captura actual: 39% del potencial.,83.44,150.192,,pendiente,Gipúzkoa,2025-05-16,,,,,
273,2026-05-10,1000081118,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 137 días de media. Último pedido hace 224 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,99.79,149.685,-87.0,pendiente,Madrid,2025-05-19,0.006,,,,
274,2026-05-10,1000080634,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 117 días sin pedir (media: 90 días). Ratio captura actual: 55% del potencial.,83.06,149.508,,pendiente,Pontevedra,2025-09-03,,,,,
275,2026-05-10,1000071965,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 104 días sin pedir (media: 80 días). Ratio captura actual: 55% del potencial.,82.85,149.13,,pendiente,Madrid,2025-09-16,,,,,
276,2026-05-10,1000100327,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 158 días sin pedir (media: 143 días). Ratio captura actual: 31% del potencial.,82.84,149.112,,pendiente,Sevilla,2025-07-24,,,,,
277,2026-05-10,1000082594,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 174 días sin pedir (media: 116 días). Ratio captura actual: 31% del potencial.,82.84,149.112,,pendiente,Sevilla,2025-07-08,,,,,
278,2026-05-10,24561,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 101 días de media. Último pedido hace 178 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,99.0,148.5,-77.0,pendiente,Segovia,2025-07-04,0.0027,,,,
279,2026-05-10,1000075402,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 173 días de media. Último pedido hace 180 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,98.77,148.155,-7.0,pendiente,Madrid,2025-07-02,0.0527,,,,
280,2026-05-10,35748,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-3980.38); slope 90d (-398.026). Ratio: 20% del potencial.,65.64,147.69,,pendiente,Barcelona,2025-11-27,,-3980.3793,,,
281,2026-05-10,11577,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 19 días de media. Último pedido hace 55 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,98.4,147.6,-37.9,pendiente,Sta.Cruz Tenerife,2025-11-04,0.0,,,,
282,2026-05-10,40828,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 120 días de media. Último pedido hace 214 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,98.4,147.6,-94.0,pendiente,Cantabria,2025-05-29,0.002,,,,
283,2026-05-10,40890,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 134 días de media. Último pedido hace 216 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,98.4,147.6,-82.0,pendiente,Madrid,2025-05-27,0.0073,,,,
284,2026-05-10,2370,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 61 días de media. Último pedido hace 81 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,98.4,147.6,-15.2,pendiente,Sta.Cruz Tenerife,2025-10-09,0.0322,,,,
285,2026-05-10,11672,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 76 días de media. Último pedido hace 105 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,97.08,145.62,-42.4,pendiente,Lugo,2025-09-15,0.0373,,,,
286,2026-05-10,40320,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 118 días de media. Último pedido hace 168 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,97.08,145.62,-50.0,pendiente,Las Palmas,2025-07-14,0.0252,,,,
287,2026-05-10,1000064950,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 69 días de media. Último pedido hace 118 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,97.08,145.62,-49.0,pendiente,Barcelona,2025-09-02,0.0315,,,,
288,2026-05-10,1000082603,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 110 días de media. Último pedido hace 230 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,97.08,145.62,-120.0,pendiente,Alicante,2025-05-13,0.0001,,,,
289,2026-05-10,1000081769,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 77 días de media. Último pedido hace 80 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,97.08,145.62,-2.7,pendiente,Las Palmas,2025-10-10,0.0506,,,,
290,2026-05-10,1000100513,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 125 días de media. Último pedido hace 181 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,97.08,145.62,-56.0,pendiente,Las Palmas,2025-07-01,0.0212,,,,
291,2026-05-10,1000082295,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 46 días de media. Último pedido hace 74 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,96.58,144.87,-6.9,pendiente,Madrid,2025-10-16,0.0462,,,,
292,2026-05-10,34301,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 99 días de media. Último pedido hace 150 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,96.1,144.15,-51.0,pendiente,Pontevedra,2025-08-01,0.0306,,,,
293,2026-05-10,1000055021,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 61 días de media. Último pedido hace 76 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,95.78,143.67,-23.5,pendiente,Baleares,2025-10-14,0.0656,,,,
294,2026-05-10,8813,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 154 días de media. Último pedido hace 180 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,95.28,142.92,-26.0,pendiente,Madrid,2025-07-02,0.0493,,,,
295,2026-05-10,1000070274,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 119 días de media. Último pedido hace 224 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,94.96,142.44,-81.5,pendiente,Barcelona,2025-05-19,0.0008,,,,
296,2026-05-10,18655,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 87 días de media. Último pedido hace 96 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 6%.,94.78,142.17,-12.1,pendiente,A Coruña,2025-09-24,0.0648,,,,
297,2026-05-10,12295,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 152 días de media. Último pedido hace 194 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,94.78,142.17,-42.0,pendiente,A Coruña,2025-06-18,0.0372,,,,
298,2026-05-10,1264,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 103 días de media. Último pedido hace 215 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,94.32,141.48,-9.0,pendiente,La Rioja,2025-05-28,0.0001,,,,
299,2026-05-10,1000082088,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 102 días de media. Último pedido hace 174 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,92.85,139.275,-72.0,pendiente,Orense,2025-07-08,0.0044,,,,
300,2026-05-10,1000081988,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 67 días de media. Último pedido hace 111 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,92.32,138.48,-65.9,pendiente,Murcia,2025-09-09,0.0077,,,,
301,2026-05-10,8001,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 1 días de media. Último pedido hace 117 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,92.27,138.405,-116.0,pendiente,Barcelona,2025-09-03,0.0,,,,
302,2026-05-10,7549,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 73 días de media. Último pedido hace 55 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,138.24,138.24,0.4,pendiente,Sevilla,2025-11-04,0.0746,,,,
303,2026-05-10,1000080831,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 213 días sin pedir (media: 101 días). Ratio captura actual: 37% del potencial.,76.47,137.646,,pendiente,Madrid,2025-05-30,,,,,
304,2026-05-10,1000078043,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 105 días sin pedir (media: 63 días). Ratio captura actual: 37% del potencial.,76.47,137.646,,pendiente,Madrid,2025-09-15,,,,,
305,2026-05-10,1000082295,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 57 días de media. Último pedido hace 126 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,89.89,134.835,-74.3,pendiente,Madrid,2025-08-25,0.0001,,,,
306,2026-05-10,1000100076,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 46 días de media. Último pedido hace 46 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,89.89,134.835,-5.4,pendiente,La Rioja,2025-11-13,0.0871,,,,
307,2026-05-10,11378,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 112 días de media. Último pedido hace 131 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,89.74,134.61,-23.1,pendiente,Burgos,2025-08-20,0.0011,,,,
308,2026-05-10,12828,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 125 días sin pedir (media: 88 días). Ratio captura actual: 52% del potencial.,74.0,133.2,,pendiente,Barcelona,2025-08-26,,,,,
309,2026-05-10,30934,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 45 días de media. Último pedido hace 151 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,88.76,133.14,-119.0,pendiente,Murcia,2025-07-31,0.0,,,,
310,2026-05-10,40320,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 87 días sin pedir (media: 64 días). Ratio captura actual: 36% del potencial.,73.8,132.84,,pendiente,Las Palmas,2025-10-03,,,,,
311,2026-05-10,1000081847,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 78 días de media. Último pedido hace 116 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,88.25,132.375,-62.8,pendiente,Madrid,2025-09-04,0.0241,,,,
312,2026-05-10,1000081693,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 3 días de media. Último pedido hace 203 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,88.25,132.375,-200.0,pendiente,Barcelona,2025-06-09,0.0,,,,
313,2026-05-10,23607,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 86 días de media. Último pedido hace 157 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,88.25,132.375,-71.5,pendiente,Barcelona,2025-07-25,0.0,,,,
314,2026-05-10,1000082576,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 45 días sin pedir (media: 43 días). Ratio captura actual: 52% del potencial.,72.63,130.734,,pendiente,Barcelona,2025-11-14,,,,,
315,2026-05-10,1000080700,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 178 días sin pedir (media: 98 días). Ratio captura actual: 42% del potencial.,72.56,130.608,,pendiente,Sevilla,2025-07-04,,,,,
316,2026-05-10,36752,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 164 días de media. Último pedido hace 185 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,87.01,130.515,-21.0,pendiente,Barcelona,2025-06-27,0.0501,,,,
317,2026-05-10,1000078493,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 124 días de media. Último pedido hace 108 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 13%.,86.81,130.215,-3.6,pendiente,Badajoz,2025-09-12,0.1303,,,,
318,2026-05-10,1000101473,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 88 días de media. Último pedido hace 101 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,86.68,130.02,-13.5,pendiente,Pontevedra,2025-09-19,0.0652,,,,
319,2026-05-10,1000063806,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 56 días sin pedir (media: 39 días). Ratio captura actual: 29% del potencial.,71.62,128.916,,pendiente,Madrid,2025-11-03,,,,,
320,2026-05-10,1000101785,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 186 días sin pedir (media: 119 días). Ratio captura actual: 36% del potencial.,71.48,128.664,,pendiente,Cantabria,2025-06-26,,,,,
321,2026-05-10,1000057629,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.038). Tipo: patron_anomalo_general. Lleva 47 días sin pedir (media: 89 días). Ratio: 11% del potencial.,57.13,128.5425,,pendiente,Cádiz,2025-11-12,,,-0.0382228700367395,patron_anomalo_general,
322,2026-05-10,37111,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 178 días sin pedir (media: 130 días). Ratio captura actual: 36% del potencial.,71.08,127.944,,pendiente,Navarra,2025-07-04,,,,,
323,2026-05-10,28468,Familia T1,A4,promiscuo,Delegado,"Anomalía en Familia T1 (score: -0.068). Tipo: caida_volumen_aguda, tendencia_negativa_sostenida. Lleva 0 días sin pedir (media: 114 días). Ratio: 11% del potencial.",56.81,127.8225,,pendiente,Barcelona,2025-12-29,,,-0.0675143875223355,caida_volumen_aguda|tendencia_negativa_sostenida,
324,2026-05-10,34686,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 34 días de media. Último pedido hace 150 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,84.95,127.425,-106.9,pendiente,Barcelona,2025-08-01,0.0,,,,
325,2026-05-10,29716,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 43 días de media. Último pedido hace 55 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 11%.,84.14,126.21,-17.6,pendiente,Pontevedra,2025-11-04,0.1062,,,,
326,2026-05-10,1000056752,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 167 días sin pedir (media: 140 días). Ratio captura actual: 39% del potencial.,69.67,125.406,,pendiente,Pontevedra,2025-07-15,,,,,
327,2026-05-10,1000081043,Familia C1,A6,promiscuo,Delegado_Urgente,Caída aguda en Familia C1. Z-score 30d: -106.32. Slope 30d (-145.225) muy negativo respecto a variabilidad histórica.,41.77,125.31,,pendiente,Alicante,2025-12-15,,,,,-106.322
328,2026-05-10,1000076197,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 101 días de media. Último pedido hace 145 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,83.44,125.16,-44.0,pendiente,Sta.Cruz Tenerife,2025-08-06,0.0243,,,,
329,2026-05-10,1000082456,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 120 días de media. Último pedido hace 131 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,83.44,125.16,-11.0,pendiente,Cádiz,2025-08-20,0.0714,,,,
330,2026-05-10,7484,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 134 días de media. Último pedido hace 227 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,83.44,125.16,-111.6,pendiente,Gipúzkoa,2025-05-16,0.0039,,,,
331,2026-05-10,1000080634,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 90 días de media. Último pedido hace 117 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,83.06,124.59,-27.0,pendiente,Pontevedra,2025-09-03,0.0508,,,,
332,2026-05-10,6029,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 163 días de media. Último pedido hace 180 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,82.91,124.365,-17.0,pendiente,Madrid,2025-07-02,0.0523,,,,
333,2026-05-10,1000071965,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 80 días de media. Último pedido hace 104 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,82.85,124.275,-24.3,pendiente,Madrid,2025-09-16,0.0484,,,,
334,2026-05-10,1000100327,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 143 días de media. Último pedido hace 158 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 6%.,82.84,124.26,-12.1,pendiente,Sevilla,2025-07-24,0.0593,,,,
335,2026-05-10,1000082594,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 116 días de media. Último pedido hace 174 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,82.84,124.26,-58.0,pendiente,Sevilla,2025-07-08,0.0169,,,,
336,2026-05-10,959,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 64 días de media. Último pedido hace 206 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,82.84,124.26,-142.0,pendiente,Valencia,2025-06-06,0.0,,,,
337,2026-05-10,10269,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 74 días de media. Último pedido hace 82 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,82.83,124.245,-15.1,pendiente,Girona,2025-10-08,0.0873,,,,
338,2026-05-10,1000077135,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 40 días de media. Último pedido hace 189 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,81.94,122.91,-151.6,pendiente,Madrid,2025-06-23,0.0,,,,
339,2026-05-10,3383,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 101 días sin pedir (media: 63 días). Ratio captura actual: 50% del potencial.,67.79,122.022,,pendiente,Murcia,2025-09-19,,,,,
340,2026-05-10,12798,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 159 días sin pedir (media: 98 días). Ratio captura actual: 28% del potencial.,67.71,121.878,,pendiente,Barcelona,2025-07-23,,,,,
341,2026-05-10,1000057514,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 90 días sin pedir (media: 77 días). Ratio captura actual: 50% del potencial.,67.26,121.068,,pendiente,Madrid,2025-09-30,,,,,
342,2026-05-10,10052,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 61 días de media. Último pedido hace 158 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,80.51,120.765,-115.3,pendiente,Sta.Cruz Tenerife,2025-07-24,0.0,,,,
343,2026-05-10,24468,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-2362.66); slope 90d (-236.254). Ratio: 22% del potencial.,53.41,120.1725,,pendiente,Álava,2025-11-24,,-2362.6635,,,
344,2026-05-10,1000081499,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-2399.99); slope 90d (-240.022). Ratio: 44% del potencial.,53.36,120.06,,pendiente,A Coruña,2025-12-12,,-2399.9879,,,
