Id.Cliente,Familia,Categoria Productos,Potencial
25640,Biomateriales,Categoria C2,11096.76
25640,Bioseguridad,Categoria C2,1086.44
25643,Anestesia,Categoria C1,2223.12
25643,Biomateriales,Categoria C2,0
25643,Bioseguridad,Categoria C2,1086.44
25648,Anestesia,Categoria C1,2223.12
25648,Biomateriales,Categoria C2,7397.84
25648,Bioseguridad,Categoria C2,1086.44
25650,Anestesia,Categoria C1,1802.3600000000001
25650,Biomateriales,Categoria C2,0
25650,Bioseguridad,Categoria C2,879.2
25651,Anestesia,Categoria C1,2223.12
25651,Biomateriales,Categoria C2,20344.06
25651,Bioseguridad,Categoria C2,1086.44
25656,Anestesia,Categoria C1,3410.04
25656,Biomateriales,Categoria C2,16645.14
25656,Bioseguridad,Categoria C2,1667.3400000000001
25667,Anestesia,Categoria C1,3410.04
25667,Biomateriales,Categoria C2,8007
25667,Bioseguridad,Categoria C2,1667.3400000000001
25698,Anestesia,Categoria C1,2223.12
25698,Biomateriales,Categoria C2,14795.68
25698,Bioseguridad,Categoria C2,1086.44
25715,Anestesia,Categoria C1,2223.12
25715,Biomateriales,Categoria C2,3698.92
25715,Bioseguridad,Categoria C2,1086.44
25736,Anestesia,Categoria C1,2223.12
25736,Biomateriales,Categoria C2,5338
25736,Bioseguridad,Categoria C2,1086.44
25778,Anestesia,Categoria C1,2223.12
25778,Biomateriales,Categoria C2,5338
25778,Bioseguridad,Categoria C2,1086.44
25795,Anestesia,Categoria C1,1802.3600000000001
25795,Biomateriales,Categoria C2,2669
25795,Bioseguridad,Categoria C2,879.2
25816,Anestesia,Categoria C1,1802.3600000000001
25816,Biomateriales,Categoria C2,0
25816,Bioseguridad,Categoria C2,879.2
25817,Anestesia,Categoria C1,1802.3600000000001
25817,Biomateriales,Categoria C2,0
25817,Bioseguridad,Categoria C2,879.2
25823,Anestesia,Categoria C1,2223.12
25823,Biomateriales,Categoria C2,7397.84
25823,Bioseguridad,Categoria C2,1086.44
25836,Anestesia,Categoria C1,1802.3600000000001
25836,Biomateriales,Categoria C2,1849.46
25836,Bioseguridad,Categoria C2,879.2
25845,Anestesia,Categoria C1,2223.12
25845,Biomateriales,Categoria C2,9247.300000000001
25845,Bioseguridad,Categoria C2,1086.44
25849,Anestesia,Categoria C1,2223.12
25849,Biomateriales,Categoria C2,5338
25849,Bioseguridad,Categoria C2,1086.44
25855,Anestesia,Categoria C1,1802.3600000000001
25855,Biomateriales,Categoria C2,2669
25855,Bioseguridad,Categoria C2,879.2
25862,Anestesia,Categoria C1,2223.12
25862,Biomateriales,Categoria C2,9247.300000000001
25862,Bioseguridad,Categoria C2,1086.44
25873,Anestesia,Categoria C1,1802.3600000000001
25873,Biomateriales,Categoria C2,4625.22
25873,Bioseguridad,Categoria C2,879.2
25882,Anestesia,Categoria C1,2223.12
25882,Biomateriales,Categoria C2,12023.060000000001
25882,Bioseguridad,Categoria C2,1086.44
25889,Anestesia,Categoria C1,3410.04
25889,Biomateriales,Categoria C2,73978.40000000001
25889,Bioseguridad,Categoria C2,1667.3400000000001
25896,Anestesia,Categoria C1,3410.04
25896,Biomateriales,Categoria C2,0
25896,Bioseguridad,Categoria C2,1667.3400000000001
25904,Anestesia,Categoria C1,2223.12
25904,Biomateriales,Categoria C2,7397.84
25904,Bioseguridad,Categoria C2,1086.44
25909,Anestesia,Categoria C1,3410.04
25909,Biomateriales,Categoria C2,4625.22
25909,Bioseguridad,Categoria C2,1667.3400000000001
25918,Anestesia,Categoria C1,4546.72
25918,Biomateriales,Categoria C2,10676
25918,Bioseguridad,Categoria C2,2223.12
25923,Anestesia,Categoria C1,1802.3600000000001
25923,Biomateriales,Categoria C2,0
25923,Bioseguridad,Categoria C2,879.2
25950,Anestesia,Categoria C1,2223.12
25950,Biomateriales,Categoria C2,15904.1
25950,Bioseguridad,Categoria C2,1086.44
25953,Anestesia,Categoria C1,2223.12
25953,Biomateriales,Categoria C2,7397.84
25953,Bioseguridad,Categoria C2,1086.44
25957,Anestesia,Categoria C1,3410.04
25957,Biomateriales,Categoria C2,8007
25957,Bioseguridad,Categoria C2,1667.3400000000001
25959,Anestesia,Categoria C1,2223.12
25959,Biomateriales,Categoria C2,5338
25959,Bioseguridad,Categoria C2,1086.44
25965,Anestesia,Categoria C1,1802.3600000000001
25965,Biomateriales,Categoria C2,4160.5
25965,Bioseguridad,Categoria C2,879.2
25970,Anestesia,Categoria C1,1802.3600000000001
25970,Biomateriales,Categoria C2,7397.84
25970,Bioseguridad,Categoria C2,879.2
25972,Anestesia,Categoria C1,1802.3600000000001
25972,Biomateriales,Categoria C2,2669
25972,Bioseguridad,Categoria C2,879.2
25996,Anestesia,Categoria C1,3410.04
25996,Biomateriales,Categoria C2,7397.84
25996,Bioseguridad,Categoria C2,1667.3400000000001
26001,Anestesia,Categoria C1,2223.12
26001,Biomateriales,Categoria C2,5338
26001,Bioseguridad,Categoria C2,1086.44
26008,Anestesia,Categoria C1,2223.12
26008,Biomateriales,Categoria C2,5338
26008,Bioseguridad,Categoria C2,1086.44
26039,Anestesia,Categoria C1,2223.12
26039,Biomateriales,Categoria C2,0
26039,Bioseguridad,Categoria C2,1086.44
26043,Anestesia,Categoria C1,3410.04
26043,Biomateriales,Categoria C2,8007
26043,Bioseguridad,Categoria C2,1667.3400000000001
26046,Anestesia,Categoria C1,2223.12
26046,Biomateriales,Categoria C2,4160.5
26046,Bioseguridad,Categoria C2,1086.44
26048,Anestesia,Categoria C1,2223.12
26048,Biomateriales,Categoria C2,5548.38
26048,Bioseguridad,Categoria C2,1086.44
26062,Anestesia,Categoria C1,2223.12
26062,Biomateriales,Categoria C2,7397.84
26062,Bioseguridad,Categoria C2,1086.44
26067,Anestesia,Categoria C1,3410.04
26067,Biomateriales,Categoria C2,0
26067,Bioseguridad,Categoria C2,1667.3400000000001
26068,Anestesia,Categoria C1,2223.12
26068,Biomateriales,Categoria C2,6474.68
26068,Bioseguridad,Categoria C2,1086.44
26070,Anestesia,Categoria C1,2223.12
26070,Biomateriales,Categoria C2,5338
26070,Bioseguridad,Categoria C2,1086.44
26085,Anestesia,Categoria C1,2223.12
26085,Biomateriales,Categoria C2,5338
26085,Bioseguridad,Categoria C2,1086.44
26093,Anestesia,Categoria C1,2223.12
26093,Biomateriales,Categoria C2,7859.42
26093,Bioseguridad,Categoria C2,1086.44
26095,Anestesia,Categoria C1,6820.08
26095,Biomateriales,Categoria C2,27741.9
26095,Bioseguridad,Categoria C2,3334.6800000000003
26107,Anestesia,Categoria C1,3410.04
26107,Biomateriales,Categoria C2,9247.300000000001
26107,Bioseguridad,Categoria C2,1667.3400000000001
26116,Anestesia,Categoria C1,3410.04
26116,Biomateriales,Categoria C2,8007
26116,Bioseguridad,Categoria C2,1667.3400000000001
26117,Anestesia,Categoria C1,1802.3600000000001
26117,Biomateriales,Categoria C2,0
26117,Bioseguridad,Categoria C2,879.2
26119,Anestesia,Categoria C1,2223.12
26119,Biomateriales,Categoria C2,10635.18
26119,Bioseguridad,Categoria C2,1086.44
26122,Anestesia,Categoria C1,6820.08
26122,Biomateriales,Categoria C2,23119.82
26122,Bioseguridad,Categoria C2,3334.6800000000003
26127,Anestesia,Categoria C1,2223.12
26127,Biomateriales,Categoria C2,0
26127,Bioseguridad,Categoria C2,1086.44
26135,Anestesia,Categoria C1,1802.3600000000001
26135,Biomateriales,Categoria C2,0
26135,Bioseguridad,Categoria C2,879.2
26136,Anestesia,Categoria C1,4546.72
26136,Biomateriales,Categoria C2,55483.8
26136,Bioseguridad,Categoria C2,2223.12
26137,Anestesia,Categoria C1,3410.04
26137,Biomateriales,Categoria C2,20067.74
26137,Bioseguridad,Categoria C2,1667.3400000000001
26139,Anestesia,Categoria C1,2223.12
26139,Biomateriales,Categoria C2,7397.84
26139,Bioseguridad,Categoria C2,1086.44
26142,Anestesia,Categoria C1,3410.04
26142,Biomateriales,Categoria C2,0
26142,Bioseguridad,Categoria C2,1667.3400000000001
26148,Anestesia,Categoria C1,2223.12
26148,Biomateriales,Categoria C2,0
26148,Bioseguridad,Categoria C2,1086.44
26160,Anestesia,Categoria C1,3410.04
26160,Biomateriales,Categoria C2,13872.52
26160,Bioseguridad,Categoria C2,1667.3400000000001
26168,Anestesia,Categoria C1,2223.12
26168,Biomateriales,Categoria C2,5338
26168,Bioseguridad,Categoria C2,1086.44
26181,Anestesia,Categoria C1,2223.12
26181,Biomateriales,Categoria C2,0
26181,Bioseguridad,Categoria C2,1086.44
26192,Anestesia,Categoria C1,7956.76
26192,Biomateriales,Categoria C2,25801.38
26192,Bioseguridad,Categoria C2,3890.46
26194,Anestesia,Categoria C1,2223.12
26194,Biomateriales,Categoria C2,0
26194,Bioseguridad,Categoria C2,1086.44
26206,Anestesia,Categoria C1,2223.12
26206,Biomateriales,Categoria C2,0
26206,Bioseguridad,Categoria C2,1086.44
26207,Anestesia,Categoria C1,2223.12
26207,Biomateriales,Categoria C2,12023.060000000001
26207,Bioseguridad,Categoria C2,1086.44
26209,Anestesia,Categoria C1,4546.72
26209,Biomateriales,Categoria C2,8324.140000000001
26209,Bioseguridad,Categoria C2,2223.12
26221,Anestesia,Categoria C1,2223.12
26221,Biomateriales,Categoria C2,5338
26221,Bioseguridad,Categoria C2,1086.44
26232,Anestesia,Categoria C1,3410.04
26232,Biomateriales,Categoria C2,0
26232,Bioseguridad,Categoria C2,1667.3400000000001
26234,Anestesia,Categoria C1,3410.04
26234,Biomateriales,Categoria C2,0
26234,Bioseguridad,Categoria C2,1667.3400000000001
26241,Anestesia,Categoria C1,2223.12
26241,Biomateriales,Categoria C2,9247.300000000001
26241,Bioseguridad,Categoria C2,1086.44
26261,Anestesia,Categoria C1,2223.12
26261,Biomateriales,Categoria C2,0
26261,Bioseguridad,Categoria C2,1086.44
26262,Anestesia,Categoria C1,1802.3600000000001
26262,Biomateriales,Categoria C2,2669
26262,Bioseguridad,Categoria C2,879.2
26265,Anestesia,Categoria C1,2223.12
26265,Biomateriales,Categoria C2,13872.52
26265,Bioseguridad,Categoria C2,1086.44
26282,Anestesia,Categoria C1,2223.12
26282,Biomateriales,Categoria C2,9247.300000000001
26282,Bioseguridad,Categoria C2,1086.44
26286,Anestesia,Categoria C1,1802.3600000000001
26286,Biomateriales,Categoria C2,11096.76
26286,Bioseguridad,Categoria C2,879.2
26287,Anestesia,Categoria C1,2223.12
26287,Biomateriales,Categoria C2,12023.060000000001
26287,Bioseguridad,Categoria C2,1086.44
26297,Anestesia,Categoria C1,2223.12
26297,Biomateriales,Categoria C2,0
26297,Bioseguridad,Categoria C2,1086.44
26298,Anestesia,Categoria C1,2223.12
26298,Biomateriales,Categoria C2,11096.76
26298,Bioseguridad,Categoria C2,1086.44
26300,Anestesia,Categoria C1,2223.12
26300,Biomateriales,Categoria C2,0
26300,Bioseguridad,Categoria C2,1086.44
26302,Anestesia,Categoria C1,2223.12
26302,Biomateriales,Categoria C2,6474.68
26302,Bioseguridad,Categoria C2,1086.44
26341,Anestesia,Categoria C1,3410.04
26341,Biomateriales,Categoria C2,4625.22
26341,Bioseguridad,Categoria C2,1667.3400000000001
26346,Anestesia,Categoria C1,4546.72
26346,Biomateriales,Categoria C2,0
26346,Bioseguridad,Categoria C2,2223.12
26353,Anestesia,Categoria C1,2223.12
26353,Biomateriales,Categoria C2,5338
26353,Bioseguridad,Categoria C2,1086.44
26384,Anestesia,Categoria C1,1802.3600000000001
26384,Biomateriales,Categoria C2,0
26384,Bioseguridad,Categoria C2,879.2
26396,Anestesia,Categoria C1,2223.12
26396,Biomateriales,Categoria C2,2311.04
26396,Bioseguridad,Categoria C2,1086.44
26402,Anestesia,Categoria C1,2223.12
26402,Biomateriales,Categoria C2,18494.600000000002
26402,Bioseguridad,Categoria C2,1086.44
26442,Anestesia,Categoria C1,1802.3600000000001
26442,Biomateriales,Categoria C2,2311.04
26442,Bioseguridad,Categoria C2,879.2
26447,Anestesia,Categoria C1,2223.12
26447,Biomateriales,Categoria C2,36989.200000000004
26447,Bioseguridad,Categoria C2,1086.44
26449,Anestesia,Categoria C1,3410.04
26449,Biomateriales,Categoria C2,8007
26449,Bioseguridad,Categoria C2,1667.3400000000001
26450,Anestesia,Categoria C1,2223.12
26450,Biomateriales,Categoria C2,5338
26450,Bioseguridad,Categoria C2,1086.44
26463,Anestesia,Categoria C1,5683.400000000001
26463,Biomateriales,Categoria C2,46236.5
26463,Bioseguridad,Categoria C2,2778.9
26464,Anestesia,Categoria C1,2223.12
26464,Biomateriales,Categoria C2,9247.300000000001
26464,Bioseguridad,Categoria C2,1086.44
26467,Anestesia,Categoria C1,3410.04
26467,Biomateriales,Categoria C2,13872.52
26467,Bioseguridad,Categoria C2,1667.3400000000001
26468,Anestesia,Categoria C1,3410.04
26468,Biomateriales,Categoria C2,23119.82
26468,Bioseguridad,Categoria C2,1667.3400000000001
26488,Anestesia,Categoria C1,2223.12
26488,Biomateriales,Categoria C2,5548.38
26488,Bioseguridad,Categoria C2,1086.44
26508,Anestesia,Categoria C1,2223.12
26508,Biomateriales,Categoria C2,0
26508,Bioseguridad,Categoria C2,1086.44
26509,Anestesia,Categoria C1,2223.12
26509,Biomateriales,Categoria C2,5338
26509,Bioseguridad,Categoria C2,1086.44
26531,Anestesia,Categoria C1,2223.12
26531,Biomateriales,Categoria C2,5338
26531,Bioseguridad,Categoria C2,1086.44
26532,Anestesia,Categoria C1,2223.12
26532,Biomateriales,Categoria C2,5338
26532,Bioseguridad,Categoria C2,1086.44
26551,Anestesia,Categoria C1,1802.3600000000001
26551,Biomateriales,Categoria C2,2669
26551,Bioseguridad,Categoria C2,879.2
26552,Anestesia,Categoria C1,3410.04
26552,Biomateriales,Categoria C2,0
26552,Bioseguridad,Categoria C2,1667.3400000000001
26571,Anestesia,Categoria C1,3410.04
26571,Biomateriales,Categoria C2,14795.68
26571,Bioseguridad,Categoria C2,1667.3400000000001
26574,Anestesia,Categoria C1,2223.12
26574,Biomateriales,Categoria C2,9247.300000000001
26574,Bioseguridad,Categoria C2,1086.44
26593,Anestesia,Categoria C1,2223.12
26593,Biomateriales,Categoria C2,9247.300000000001
26593,Bioseguridad,Categoria C2,1086.44
26599,Anestesia,Categoria C1,2223.12
26599,Biomateriales,Categoria C2,5338
26599,Bioseguridad,Categoria C2,1086.44
26605,Anestesia,Categoria C1,2223.12
26605,Biomateriales,Categoria C2,5338
26605,Bioseguridad,Categoria C2,1086.44
26606,Anestesia,Categoria C1,2223.12
26606,Biomateriales,Categoria C2,5338
26606,Bioseguridad,Categoria C2,1086.44
26614,Anestesia,Categoria C1,2223.12
26614,Biomateriales,Categoria C2,8324.140000000001
26614,Bioseguridad,Categoria C2,1086.44
26623,Anestesia,Categoria C1,2223.12
26623,Biomateriales,Categoria C2,0
26623,Bioseguridad,Categoria C2,1086.44
26633,Anestesia,Categoria C1,3410.04
26633,Biomateriales,Categoria C2,1387.88
26633,Bioseguridad,Categoria C2,1667.3400000000001
26642,Anestesia,Categoria C1,3410.04
26642,Biomateriales,Categoria C2,0
26642,Bioseguridad,Categoria C2,1667.3400000000001
26643,Anestesia,Categoria C1,1802.3600000000001
26643,Biomateriales,Categoria C2,2669
26643,Bioseguridad,Categoria C2,879.2
26651,Anestesia,Categoria C1,1802.3600000000001
26651,Biomateriales,Categoria C2,2669
26651,Bioseguridad,Categoria C2,879.2
26657,Anestesia,Categoria C1,3410.04
26657,Biomateriales,Categoria C2,7859.42
26657,Bioseguridad,Categoria C2,1667.3400000000001
26668,Anestesia,Categoria C1,1802.3600000000001
26668,Biomateriales,Categoria C2,7397.84
26668,Bioseguridad,Categoria C2,879.2
26672,Anestesia,Categoria C1,3410.04
26672,Biomateriales,Categoria C2,8007
26672,Bioseguridad,Categoria C2,1667.3400000000001
26681,Anestesia,Categoria C1,2223.12
26681,Biomateriales,Categoria C2,0
26681,Bioseguridad,Categoria C2,1086.44
26690,Anestesia,Categoria C1,1802.3600000000001
26690,Biomateriales,Categoria C2,0
26690,Bioseguridad,Categoria C2,879.2
26691,Anestesia,Categoria C1,1802.3600000000001
26691,Biomateriales,Categoria C2,4625.22
26691,Bioseguridad,Categoria C2,879.2
26694,Anestesia,Categoria C1,2223.12
26694,Biomateriales,Categoria C2,9247.300000000001
26694,Bioseguridad,Categoria C2,1086.44
26696,Anestesia,Categoria C1,2223.12
26696,Biomateriales,Categoria C2,7397.84
26696,Bioseguridad,Categoria C2,1086.44
26698,Anestesia,Categoria C1,2223.12
26698,Biomateriales,Categoria C2,0
26698,Bioseguridad,Categoria C2,1086.44
26742,Anestesia,Categoria C1,2223.12
26742,Biomateriales,Categoria C2,5548.38
26742,Bioseguridad,Categoria C2,1086.44
26757,Anestesia,Categoria C1,2223.12
26757,Biomateriales,Categoria C2,9247.300000000001
26757,Bioseguridad,Categoria C2,1086.44
26759,Anestesia,Categoria C1,1802.3600000000001
26759,Biomateriales,Categoria C2,1849.46
26759,Bioseguridad,Categoria C2,879.2
26761,Anestesia,Categoria C1,1802.3600000000001
26761,Biomateriales,Categoria C2,12946.220000000001
26761,Bioseguridad,Categoria C2,879.2
26763,Anestesia,Categoria C1,2223.12
26763,Biomateriales,Categoria C2,0
26763,Bioseguridad,Categoria C2,1086.44
26765,Anestesia,Categoria C1,2223.12
26765,Biomateriales,Categoria C2,0
26765,Bioseguridad,Categoria C2,1086.44
26766,Anestesia,Categoria C1,2223.12
26766,Biomateriales,Categoria C2,5338
26766,Bioseguridad,Categoria C2,1086.44
26769,Anestesia,Categoria C1,2223.12
26769,Biomateriales,Categoria C2,7397.84
26769,Bioseguridad,Categoria C2,1086.44
26787,Anestesia,Categoria C1,1802.3600000000001
26787,Biomateriales,Categoria C2,2669
26787,Bioseguridad,Categoria C2,879.2
26789,Anestesia,Categoria C1,2223.12
26789,Biomateriales,Categoria C2,8324.140000000001
26789,Bioseguridad,Categoria C2,1086.44
26837,Anestesia,Categoria C1,1802.3600000000001
26837,Biomateriales,Categoria C2,14795.68
26837,Bioseguridad,Categoria C2,879.2
26843,Anestesia,Categoria C1,1802.3600000000001
26843,Biomateriales,Categoria C2,2669
26843,Bioseguridad,Categoria C2,879.2
26850,Anestesia,Categoria C1,1802.3600000000001
26850,Biomateriales,Categoria C2,7397.84
26850,Bioseguridad,Categoria C2,879.2
26866,Anestesia,Categoria C1,2223.12
26866,Biomateriales,Categoria C2,14795.68
26866,Bioseguridad,Categoria C2,1086.44
26875,Anestesia,Categoria C1,3410.04
26875,Biomateriales,Categoria C2,8007
26875,Bioseguridad,Categoria C2,1667.3400000000001
26898,Anestesia,Categoria C1,12503.480000000001
26898,Biomateriales,Categoria C2,27741.9
26898,Bioseguridad,Categoria C2,6113.58
26899,Anestesia,Categoria C1,2223.12
26899,Biomateriales,Categoria C2,0
26899,Bioseguridad,Categoria C2,1086.44
26902,Anestesia,Categoria C1,2223.12
26902,Biomateriales,Categoria C2,12023.060000000001
26902,Bioseguridad,Categoria C2,1086.44
26904,Anestesia,Categoria C1,2223.12
26904,Biomateriales,Categoria C2,5338
26904,Bioseguridad,Categoria C2,1086.44
26905,Anestesia,Categoria C1,2223.12
26905,Biomateriales,Categoria C2,8324.140000000001
26905,Bioseguridad,Categoria C2,1086.44
26919,Anestesia,Categoria C1,2223.12
26919,Biomateriales,Categoria C2,13872.52
26919,Bioseguridad,Categoria C2,1086.44
26923,Anestesia,Categoria C1,3410.04
26923,Biomateriales,Categoria C2,13872.52
26923,Bioseguridad,Categoria C2,1667.3400000000001
26926,Anestesia,Categoria C1,3410.04
26926,Biomateriales,Categoria C2,4625.22
26926,Bioseguridad,Categoria C2,1667.3400000000001
26941,Anestesia,Categoria C1,1802.3600000000001
26941,Biomateriales,Categoria C2,0
26941,Bioseguridad,Categoria C2,879.2
27037,Anestesia,Categoria C1,3410.04
27037,Biomateriales,Categoria C2,8007
27037,Bioseguridad,Categoria C2,1667.3400000000001
27046,Anestesia,Categoria C1,1802.3600000000001
27046,Biomateriales,Categoria C2,5548.38
27046,Bioseguridad,Categoria C2,879.2
27047,Anestesia,Categoria C1,2223.12
27047,Biomateriales,Categoria C2,5338
27047,Bioseguridad,Categoria C2,1086.44
27058,Anestesia,Categoria C1,2223.12
27058,Biomateriales,Categoria C2,4625.22
27058,Bioseguridad,Categoria C2,1086.44
27059,Anestesia,Categoria C1,2223.12
27059,Biomateriales,Categoria C2,0
27059,Bioseguridad,Categoria C2,1086.44
27082,Anestesia,Categoria C1,4546.72
27082,Biomateriales,Categoria C2,18494.600000000002
27082,Bioseguridad,Categoria C2,2223.12
27090,Anestesia,Categoria C1,2223.12
27090,Biomateriales,Categoria C2,0
27090,Bioseguridad,Categoria C2,1086.44
27108,Anestesia,Categoria C1,2223.12
27108,Biomateriales,Categoria C2,5338
27108,Bioseguridad,Categoria C2,1086.44
27110,Anestesia,Categoria C1,3410.04
27110,Biomateriales,Categoria C2,0
27110,Bioseguridad,Categoria C2,1667.3400000000001
27125,Anestesia,Categoria C1,4546.72
27125,Biomateriales,Categoria C2,18494.600000000002
27125,Bioseguridad,Categoria C2,2223.12
27130,Anestesia,Categoria C1,2223.12
27130,Biomateriales,Categoria C2,9247.300000000001
27130,Bioseguridad,Categoria C2,1086.44
27133,Anestesia,Categoria C1,3410.04
27133,Biomateriales,Categoria C2,11096.76
27133,Bioseguridad,Categoria C2,1667.3400000000001
27134,Anestesia,Categoria C1,2223.12
27134,Biomateriales,Categoria C2,9247.300000000001
27134,Bioseguridad,Categoria C2,1086.44
27144,Anestesia,Categoria C1,2223.12
27144,Biomateriales,Categoria C2,0
27144,Bioseguridad,Categoria C2,1086.44
27145,Anestesia,Categoria C1,3410.04
27145,Biomateriales,Categoria C2,20344.06
27145,Bioseguridad,Categoria C2,1667.3400000000001
27151,Anestesia,Categoria C1,2223.12
27151,Biomateriales,Categoria C2,5338
27151,Bioseguridad,Categoria C2,1086.44
27152,Anestesia,Categoria C1,2223.12
27152,Biomateriales,Categoria C2,7397.84
27152,Bioseguridad,Categoria C2,1086.44
27159,Anestesia,Categoria C1,2223.12
27159,Biomateriales,Categoria C2,5338
27159,Bioseguridad,Categoria C2,1086.44
27160,Anestesia,Categoria C1,2223.12
27160,Biomateriales,Categoria C2,6474.68
27160,Bioseguridad,Categoria C2,1086.44
27161,Anestesia,Categoria C1,3410.04
27161,Biomateriales,Categoria C2,11558.34
27161,Bioseguridad,Categoria C2,1667.3400000000001
27171,Anestesia,Categoria C1,2223.12
27171,Biomateriales,Categoria C2,5338
27171,Bioseguridad,Categoria C2,1086.44
27172,Anestesia,Categoria C1,2223.12
27172,Biomateriales,Categoria C2,17571.440000000002
27172,Bioseguridad,Categoria C2,1086.44
27179,Anestesia,Categoria C1,2223.12
27179,Biomateriales,Categoria C2,5548.38
27179,Bioseguridad,Categoria C2,1086.44
27181,Anestesia,Categoria C1,2223.12
27181,Biomateriales,Categoria C2,5338
27181,Bioseguridad,Categoria C2,1086.44
27193,Anestesia,Categoria C1,2223.12
27193,Biomateriales,Categoria C2,5338
27193,Bioseguridad,Categoria C2,1086.44
27195,Anestesia,Categoria C1,2223.12
27195,Biomateriales,Categoria C2,9247.300000000001
27195,Bioseguridad,Categoria C2,1086.44
27201,Anestesia,Categoria C1,4546.72
27201,Biomateriales,Categoria C2,7397.84
27201,Bioseguridad,Categoria C2,2223.12
27207,Anestesia,Categoria C1,2223.12
27207,Biomateriales,Categoria C2,5338
27207,Bioseguridad,Categoria C2,1086.44
27224,Anestesia,Categoria C1,1802.3600000000001
27224,Biomateriales,Categoria C2,0
27224,Bioseguridad,Categoria C2,879.2
27238,Anestesia,Categoria C1,3410.04
27238,Biomateriales,Categoria C2,18585.66
27238,Bioseguridad,Categoria C2,1667.3400000000001
27243,Anestesia,Categoria C1,3410.04
27243,Biomateriales,Categoria C2,9247.300000000001
27243,Bioseguridad,Categoria C2,1667.3400000000001
27245,Anestesia,Categoria C1,2223.12
27245,Biomateriales,Categoria C2,0
27245,Bioseguridad,Categoria C2,1086.44
27249,Anestesia,Categoria C1,2223.12
27249,Biomateriales,Categoria C2,18494.600000000002
27249,Bioseguridad,Categoria C2,1086.44
27272,Anestesia,Categoria C1,2223.12
27272,Biomateriales,Categoria C2,5338
27272,Bioseguridad,Categoria C2,1086.44
27275,Anestesia,Categoria C1,5683.400000000001
27275,Biomateriales,Categoria C2,13872.52
27275,Bioseguridad,Categoria C2,2778.9
27278,Anestesia,Categoria C1,1802.3600000000001
27278,Biomateriales,Categoria C2,0
27278,Bioseguridad,Categoria C2,879.2
27283,Anestesia,Categoria C1,1802.3600000000001
27283,Biomateriales,Categoria C2,0
27283,Bioseguridad,Categoria C2,879.2
27289,Anestesia,Categoria C1,4546.72
27289,Biomateriales,Categoria C2,23119.82
27289,Bioseguridad,Categoria C2,2223.12
27294,Anestesia,Categoria C1,2223.12
27294,Biomateriales,Categoria C2,0
27294,Bioseguridad,Categoria C2,1086.44
27300,Anestesia,Categoria C1,3410.04
27300,Biomateriales,Categoria C2,8007
27300,Bioseguridad,Categoria C2,1667.3400000000001
27304,Anestesia,Categoria C1,2223.12
27304,Biomateriales,Categoria C2,5338
27304,Bioseguridad,Categoria C2,1086.44
27316,Anestesia,Categoria C1,2223.12
27316,Biomateriales,Categoria C2,0
27316,Bioseguridad,Categoria C2,1086.44
27328,Anestesia,Categoria C1,3410.04
27328,Biomateriales,Categoria C2,13872.52
27328,Bioseguridad,Categoria C2,1667.3400000000001
27343,Anestesia,Categoria C1,2223.12
27343,Biomateriales,Categoria C2,9247.300000000001
27343,Bioseguridad,Categoria C2,1086.44
27345,Anestesia,Categoria C1,2223.12
27345,Biomateriales,Categoria C2,27741.9
27345,Bioseguridad,Categoria C2,1086.44
27364,Anestesia,Categoria C1,3410.04
27364,Biomateriales,Categoria C2,12023.060000000001
27364,Bioseguridad,Categoria C2,1667.3400000000001
27366,Anestesia,Categoria C1,3410.04
27366,Biomateriales,Categoria C2,9247.300000000001
27366,Bioseguridad,Categoria C2,1667.3400000000001
27375,Anestesia,Categoria C1,3410.04
27375,Biomateriales,Categoria C2,8007
27375,Bioseguridad,Categoria C2,1667.3400000000001
27392,Anestesia,Categoria C1,1802.3600000000001
27392,Biomateriales,Categoria C2,2669
27392,Bioseguridad,Categoria C2,879.2
27394,Anestesia,Categoria C1,4546.72
27394,Biomateriales,Categoria C2,37174.46
27394,Bioseguridad,Categoria C2,2223.12
27400,Anestesia,Categoria C1,3410.04
27400,Biomateriales,Categoria C2,18494.600000000002
27400,Bioseguridad,Categoria C2,1667.3400000000001
27421,Anestesia,Categoria C1,3410.04
27421,Biomateriales,Categoria C2,9247.300000000001
27421,Bioseguridad,Categoria C2,1667.3400000000001
27445,Anestesia,Categoria C1,3410.04
27445,Biomateriales,Categoria C2,9247.300000000001
27445,Bioseguridad,Categoria C2,1667.3400000000001
27447,Anestesia,Categoria C1,1802.3600000000001
27447,Biomateriales,Categoria C2,2669
27447,Bioseguridad,Categoria C2,879.2
27451,Anestesia,Categoria C1,2223.12
27451,Biomateriales,Categoria C2,4625.22
27451,Bioseguridad,Categoria C2,1086.44
27465,Anestesia,Categoria C1,2223.12
27465,Biomateriales,Categoria C2,6474.68
27465,Bioseguridad,Categoria C2,1086.44
27489,Anestesia,Categoria C1,2223.12
27489,Biomateriales,Categoria C2,7397.84
27489,Bioseguridad,Categoria C2,1086.44
27498,Anestesia,Categoria C1,2223.12
27498,Biomateriales,Categoria C2,16736.2
27498,Bioseguridad,Categoria C2,1086.44
27520,Anestesia,Categoria C1,2223.12
27520,Biomateriales,Categoria C2,5548.38
27520,Bioseguridad,Categoria C2,1086.44
27529,Anestesia,Categoria C1,4546.72
27529,Biomateriales,Categoria C2,6474.68
27529,Bioseguridad,Categoria C2,2223.12
27540,Anestesia,Categoria C1,2223.12
